student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,science_score,english_score,overall_score,final_grade,race_ethnicity,lunch,test_preparation_course,math_score,reading_score,writing_score
869,16,male,private,graduate,2.1,84.3,yes,<15 min,yes,mixed,56.4,65.8,55.5,d,group E,free/reduced,completed,78,74,72
870,14,female,public,diploma,5.6,83.6,yes,15-30 min,no,coaching,79.3,75.8,69.4,d,group C,free/reduced,none,49,51,51
871,16,male,public,post graduate,3.0,56.9,yes,<15 min,no,online videos,40.9,51.1,52.1,e,group B,standard,none,59,58,47
872,15,male,public,diploma,3.7,72.5,yes,>60 min,yes,notes,39.8,42.2,51.6,e,group C,standard,completed,70,72,76
873,14,male,public,post graduate,4.7,71.1,yes,30-60 min,no,textbook,53.9,50.2,56.4,d,group B,standard,completed,82,84,78
874,14,male,public,diploma,3.3,84.5,yes,15-30 min,no,mixed,52.6,69.9,70.1,c,group E,free/reduced,none,90,90,82
875,18,other,public,diploma,5.8,63.0,yes,>60 min,no,coaching,61.3,68.7,65.6,d,group C,free/reduced,none,43,62,61
876,17,male,private,no formal,5.4,61.9,yes,<15 min,yes,notes,77.7,73.3,75.9,c,group C,free/reduced,none,80,64,66
877,17,male,public,phd,6.2,79.8,yes,>60 min,yes,mixed,92.4,94.6,81.6,c,group D,standard,none,81,82,84
878,18,male,private,post graduate,4.4,54.1,yes,>60 min,yes,group study,46.3,58.6,50.1,e,group C,standard,none,57,61,54
879,17,male,private,high school,3.3,83.4,yes,<15 min,no,coaching,68.7,78.0,60.2,d,group D,standard,none,59,72,80
880,17,female,private,no formal,2.0,72.0,no,<15 min,yes,mixed,40.7,27.0,38.7,f,group D,standard,none,64,76,74
881,14,other,private,phd,3.8,76.8,yes,<15 min,no,online videos,51.1,61.0,52.6,e,group C,standard,completed,63,64,66
882,19,male,public,no formal,7.0,90.1,yes,15-30 min,yes,mixed,78.2,100.0,88.2,b,group E,standard,completed,71,70,70
883,16,other,private,diploma,1.4,59.0,yes,15-30 min,no,textbook,28.5,25.8,34.5,f,group B,free/reduced,none,64,73,71
884,14,female,private,no formal,2.1,60.5,no,15-30 min,no,notes,38.7,47.6,44.3,e,group D,free/reduced,none,55,46,44
885,18,male,public,post graduate,5.5,95.1,yes,>60 min,yes,online videos,75.6,79.3,78.9,c,group E,standard,none,51,51,54
886,18,other,private,high school,4.8,87.0,yes,15-30 min,yes,mixed,63.6,67.6,69.1,d,group C,standard,completed,62,76,80
887,14,male,public,diploma,7.4,63.1,yes,>60 min,no,online videos,91.6,73.0,83.3,c,group E,standard,completed,93,100,95
888,15,female,public,graduate,0.7,86.0,no,<15 min,yes,mixed,37.4,35.3,38.9,f,group C,free/reduced,none,54,72,59
889,14,female,public,diploma,7.1,72.9,yes,<15 min,yes,online videos,100.0,85.9,92.5,b,group D,free/reduced,none,69,65,74
890,15,female,private,post graduate,5.9,80.9,yes,15-30 min,no,online videos,62.4,81.1,71.7,c,group D,free/reduced,none,44,51,48
891,14,male,private,graduate,6.3,89.3,yes,<15 min,yes,mixed,85.7,92.8,77.9,c,group E,standard,completed,86,85,91
892,18,male,public,diploma,3.3,52.2,yes,<15 min,no,mixed,36.1,38.5,47.6,e,group E,standard,none,85,92,85
893,17,other,public,high school,2.8,80.6,yes,<15 min,yes,mixed,53.7,64.3,56.4,d,group A,free/reduced,none,50,67,73
894,19,other,private,diploma,0.6,66.9,yes,<15 min,no,online videos,24.9,28.8,27.5,f,group D,standard,completed,88,74,75
895,18,male,private,high school,6.4,75.8,yes,15-30 min,yes,textbook,73.5,79.4,75.8,c,group E,standard,none,59,62,69
896,17,female,public,graduate,1.7,68.2,yes,<15 min,no,notes,58.6,44.4,48.1,e,group E,free/reduced,none,32,34,38
897,17,other,public,post graduate,2.2,97.1,yes,15-30 min,no,mixed,51.4,43.4,50.6,e,group B,free/reduced,none,36,29,27
898,14,male,private,graduate,2.6,79.9,yes,>60 min,yes,group study,72.2,70.5,55.7,d,group B,free/reduced,completed,63,78,79
899,14,female,public,no formal,7.0,92.3,yes,15-30 min,yes,notes,100.0,92.3,97.0,a,group D,standard,completed,67,54,63
900,17,other,public,phd,2.7,62.8,yes,<15 min,no,group study,47.4,56.9,48.4,e,group D,standard,completed,65,78,82
901,14,other,public,post graduate,3.7,68.2,yes,30-60 min,yes,group study,64.5,62.4,54.9,e,group D,standard,none,85,84,89
902,14,female,public,post graduate,6.1,89.4,yes,15-30 min,yes,online videos,78.8,89.7,91.0,b,group C,standard,none,73,78,74
903,15,other,private,no formal,7.2,61.7,yes,>60 min,yes,group study,80.1,87.3,81.0,c,group A,free/reduced,completed,34,48,41
904,19,female,private,post graduate,6.4,100.0,no,30-60 min,yes,coaching,81.1,79.2,83.0,c,group D,free/reduced,completed,93,100,100
905,16,male,public,diploma,4.5,83.0,yes,15-30 min,yes,notes,63.4,64.0,59.4,d,group D,free/reduced,none,67,84,84
906,18,other,private,phd,0.5,94.8,yes,<15 min,yes,group study,56.1,33.2,50.3,e,group D,standard,none,88,77,77
907,16,male,public,post graduate,1.7,55.2,yes,15-30 min,yes,coaching,33.6,36.9,42.2,e,group B,standard,none,57,48,51
908,15,male,public,phd,2.4,70.7,yes,30-60 min,yes,coaching,58.8,55.9,55.1,d,group D,standard,completed,79,84,91
909,16,female,private,no formal,3.6,66.8,yes,<15 min,no,mixed,62.7,35.3,50.6,e,group C,free/reduced,none,67,75,72
910,14,other,public,graduate,3.2,98.5,yes,15-30 min,no,textbook,67.0,49.0,60.3,d,group E,standard,completed,70,64,70
911,18,other,private,post graduate,4.4,57.2,yes,30-60 min,no,group study,63.4,44.6,59.9,d,group D,free/reduced,none,50,42,48
912,15,other,private,graduate,3.6,87.4,yes,>60 min,no,textbook,80.0,77.6,71.7,c,group A,standard,none,69,84,82
913,16,female,private,post graduate,5.9,81.5,yes,30-60 min,no,notes,65.1,74.7,87.6,b,group C,standard,completed,52,61,66
914,19,female,private,post graduate,0.9,92.6,no,<15 min,no,coaching,22.7,30.0,40.7,e,group C,free/reduced,completed,47,62,66
915,17,female,public,no formal,8.0,98.9,yes,15-30 min,yes,online videos,100.0,95.0,100.0,a,group B,free/reduced,none,46,61,55
916,16,male,public,high school,6.8,90.3,yes,<15 min,no,coaching,94.0,96.4,88.3,b,group E,standard,none,68,70,66
917,17,female,private,graduate,3.0,62.6,yes,30-60 min,no,group study,45.2,14.3,42.6,e,group E,standard,completed,100,100,100
918,18,male,public,diploma,3.5,91.7,yes,<15 min,no,online videos,58.7,53.2,57.8,d,group C,standard,none,44,61,52
919,15,male,private,diploma,7.7,76.3,no,<15 min,yes,online videos,93.2,100.0,93.8,b,group C,standard,completed,57,77,80
920,17,other,public,phd,7.5,82.7,yes,15-30 min,yes,coaching,88.4,75.6,84.6,c,group B,standard,completed,91,96,91
921,19,other,public,no formal,3.4,64.0,yes,30-60 min,yes,textbook,56.5,57.0,54.0,e,group D,free/reduced,none,69,70,67
922,17,male,private,graduate,0.9,90.8,yes,<15 min,no,notes,30.0,39.2,33.9,f,group C,free/reduced,none,35,53,46
923,16,male,public,high school,7.9,72.2,yes,<15 min,yes,mixed,88.7,71.1,86.6,b,group D,standard,none,72,66,66
924,14,male,private,no formal,5.4,90.4,yes,30-60 min,yes,coaching,88.9,83.8,87.1,b,group B,free/reduced,none,54,65,65
925,15,male,private,diploma,5.7,71.4,yes,30-60 min,yes,coaching,76.3,75.9,82.3,c,group D,free/reduced,none,74,70,69
926,19,other,private,diploma,2.6,80.8,yes,>60 min,no,coaching,67.2,58.5,56.9,d,group E,standard,completed,74,64,60
927,17,other,public,diploma,6.6,55.1,yes,<15 min,no,online videos,60.8,72.0,66.7,d,group E,free/reduced,none,64,56,52
928,15,other,public,no formal,4.7,54.6,yes,30-60 min,no,mixed,60.6,70.6,67.6,d,group D,free/reduced,completed,65,61,71
929,16,female,public,post graduate,4.0,97.6,yes,15-30 min,yes,coaching,61.9,72.1,66.3,d,group E,free/reduced,completed,46,43,44
930,17,male,private,diploma,6.1,86.3,yes,15-30 min,no,group study,61.1,66.3,74.9,c,group C,free/reduced,none,48,56,51
931,17,male,public,graduate,3.3,58.6,yes,30-60 min,no,group study,45.4,43.9,46.8,e,group C,free/reduced,completed,67,74,70
932,18,other,public,graduate,3.7,79.9,yes,15-30 min,yes,notes,50.7,61.7,54.8,e,group D,free/reduced,none,62,57,62
933,15,other,private,graduate,5.4,89.1,yes,>60 min,no,coaching,88.6,87.8,83.0,c,group D,free/reduced,completed,61,71,73
934,17,female,private,graduate,5.3,79.9,yes,<15 min,no,mixed,69.8,54.1,70.9,c,group C,free/reduced,completed,70,75,74
935,16,female,public,high school,7.8,72.4,yes,>60 min,no,coaching,77.7,96.1,93.3,b,group C,standard,completed,98,87,90
936,19,other,public,diploma,4.7,91.8,yes,>60 min,yes,online videos,79.3,70.0,83.6,c,group D,free/reduced,none,70,63,58
937,14,other,public,graduate,2.9,52.5,yes,>60 min,yes,mixed,29.6,30.8,43.0,e,group A,standard,none,67,57,53
938,14,male,public,no formal,2.7,81.7,yes,15-30 min,no,textbook,59.8,60.8,50.6,e,group E,free/reduced,none,57,58,57
939,16,female,public,post graduate,4.5,73.7,yes,15-30 min,yes,online videos,77.1,75.2,67.3,d,group D,standard,completed,85,81,85
940,17,male,public,diploma,1.4,82.4,yes,>60 min,yes,mixed,49.9,39.3,46.4,e,group D,standard,completed,77,68,69
941,18,female,private,high school,4.9,64.5,yes,30-60 min,no,textbook,72.8,67.4,66.3,d,group C,free/reduced,completed,72,66,72
942,16,female,public,no formal,3.4,58.1,yes,>60 min,yes,coaching,43.3,47.0,42.5,e,group D,standard,none,78,91,96
943,19,male,private,high school,3.1,98.7,yes,15-30 min,yes,textbook,57.1,45.9,54.7,e,group C,standard,none,81,66,64
944,16,male,public,diploma,1.9,93.2,yes,15-30 min,yes,group study,53.8,37.0,59.8,d,group A,free/reduced,completed,61,62,61
945,14,female,private,phd,4.2,95.4,yes,30-60 min,no,coaching,62.1,68.4,65.6,d,group B,standard,none,58,68,61
946,14,female,private,graduate,0.8,88.4,yes,>60 min,yes,notes,39.5,47.2,32.5,f,group C,standard,none,54,61,58
947,19,other,private,diploma,5.1,53.2,no,>60 min,no,online videos,55.0,57.0,63.6,d,group B,standard,none,82,82,80
948,14,male,private,no formal,2.6,81.4,yes,>60 min,yes,online videos,47.7,45.8,46.4,e,group D,free/reduced,none,49,58,60
949,19,male,public,high school,7.3,69.1,yes,>60 min,yes,mixed,89.3,100.0,95.2,a,group B,free/reduced,completed,49,50,52
950,15,other,private,phd,4.4,66.7,yes,30-60 min,yes,coaching,59.3,79.6,65.6,d,group E,free/reduced,completed,57,75,73
951,14,other,public,no formal,6.4,62.5,yes,<15 min,no,online videos,96.3,90.0,86.1,b,group E,standard,none,94,73,71
952,15,other,private,graduate,6.9,59.0,yes,>60 min,yes,mixed,90.0,80.2,85.1,b,group D,standard,completed,75,77,83
953,17,other,public,graduate,7.1,57.0,no,15-30 min,no,mixed,78.4,77.2,76.0,c,group E,free/reduced,none,74,74,72
954,16,other,public,high school,7.0,56.1,yes,15-30 min,yes,notes,72.9,78.6,82.2,c,group C,standard,completed,58,52,54
955,18,female,private,phd,2.2,85.6,yes,30-60 min,yes,textbook,50.4,46.6,50.4,e,group C,standard,none,62,69,69
956,17,other,private,diploma,2.8,96.5,yes,30-60 min,yes,online videos,52.8,61.5,55.7,d,group E,standard,none,72,57,62
957,16,female,public,graduate,5.8,69.0,yes,30-60 min,yes,notes,63.4,78.8,74.9,c,group C,standard,none,84,87,81
958,17,other,public,no formal,4.5,55.3,yes,15-30 min,yes,coaching,71.8,71.0,66.8,d,group D,standard,none,92,100,100
959,19,female,private,phd,5.1,61.1,yes,15-30 min,yes,group study,59.7,52.6,55.4,d,group D,standard,none,45,63,59
960,16,female,public,no formal,5.6,87.3,yes,>60 min,no,mixed,69.4,100.0,88.2,b,group C,standard,none,75,81,71
961,14,other,public,high school,1.4,67.4,yes,30-60 min,yes,online videos,31.4,25.2,33.2,f,group A,standard,none,56,58,64
962,16,female,public,phd,1.8,83.1,yes,30-60 min,no,mixed,54.9,21.6,39.3,f,group D,free/reduced,none,48,54,53
963,19,male,public,graduate,5.3,60.3,yes,15-30 min,yes,coaching,78.5,70.0,76.4,c,group E,standard,none,100,100,100
964,15,other,public,post graduate,5.2,87.8,yes,<15 min,yes,coaching,84.4,72.6,68.9,d,group C,free/reduced,completed,65,76,75
965,19,female,public,high school,6.6,82.8,yes,30-60 min,yes,textbook,98.5,93.2,95.3,a,group D,standard,none,72,57,58
966,17,other,private,post graduate,5.7,61.1,yes,30-60 min,yes,group study,77.1,61.6,72.1,c,group D,standard,none,62,70,72
967,17,female,private,phd,2.1,96.6,yes,>60 min,yes,online videos,60.6,75.5,62.5,d,group A,standard,completed,66,68,64
968,15,other,public,graduate,1.0,76.1,yes,>60 min,no,online videos,33.1,21.1,41.1,e,group C,standard,none,63,63,60
969,19,female,public,high school,3.4,61.0,yes,30-60 min,yes,group study,33.6,40.6,42.3,e,group E,standard,none,68,76,67
970,14,other,public,phd,3.3,78.3,yes,>60 min,no,textbook,72.9,62.0,62.9,d,group B,standard,none,75,84,80
971,15,other,private,no formal,6.3,70.8,no,30-60 min,yes,textbook,81.3,100.0,83.4,c,group D,standard,none,89,100,100
972,16,male,private,phd,5.5,95.9,yes,<15 min,no,notes,71.1,84.9,75.8,c,group C,standard,completed,78,72,69
973,16,other,public,no formal,7.0,65.5,no,<15 min,yes,mixed,90.9,79.1,74.0,c,group A,free/reduced,completed,53,50,60
974,16,other,public,no formal,4.3,94.3,no,30-60 min,yes,online videos,88.9,91.8,69.7,d,group D,free/reduced,none,49,65,61
975,14,female,public,no formal,2.7,87.1,yes,>60 min,no,online videos,48.8,53.8,46.9,e,group A,standard,none,54,63,67
976,15,other,private,high school,4.3,84.0,yes,30-60 min,yes,group study,42.6,67.0,58.1,d,group C,standard,completed,64,82,77
977,14,other,public,post graduate,2.1,59.2,yes,>60 min,yes,group study,46.2,42.2,47.1,e,group B,free/reduced,completed,60,62,60
978,17,female,public,diploma,1.0,54.3,no,30-60 min,no,group study,26.7,49.3,36.1,f,group C,standard,none,62,65,58
979,16,female,public,no formal,4.2,93.2,yes,>60 min,no,group study,59.2,60.4,70.2,c,group D,standard,completed,55,41,48
980,17,other,private,diploma,3.6,78.5,yes,30-60 min,no,coaching,71.7,53.0,59.2,d,group C,standard,none,91,95,94
981,17,male,public,phd,0.7,98.3,yes,30-60 min,yes,group study,31.0,58.8,42.4,e,group B,free/reduced,none,8,24,23
982,18,female,private,graduate,5.9,75.8,no,15-30 min,no,coaching,64.2,70.1,70.5,c,group D,standard,none,81,78,78
983,17,other,private,post graduate,5.3,79.6,yes,>60 min,yes,group study,75.3,79.0,77.1,c,group B,standard,completed,79,85,86
984,17,other,public,high school,1.1,99.9,no,<15 min,yes,notes,34.9,63.7,45.4,e,group A,standard,completed,78,87,91
985,17,male,public,graduate,5.8,85.8,yes,<15 min,no,online videos,71.1,69.9,76.6,c,group C,standard,none,74,75,82
986,17,male,private,post graduate,1.1,68.0,no,15-30 min,yes,mixed,17.4,28.2,27.6,f,group A,standard,none,57,51,54
987,17,female,private,post graduate,4.4,91.4,yes,<15 min,no,notes,60.9,58.2,72.6,c,group C,standard,none,40,59,51
988,15,other,public,no formal,5.2,64.8,no,30-60 min,yes,textbook,76.0,85.3,77.1,c,group E,standard,completed,81,75,76
989,15,female,public,graduate,4.2,76.3,yes,30-60 min,no,textbook,72.1,80.7,72.5,c,group A,free/reduced,none,44,45,45
990,18,male,public,post graduate,6.1,61.9,yes,<15 min,yes,textbook,54.6,70.8,67.3,d,group D,free/reduced,completed,67,86,83
991,16,male,private,no formal,3.4,99.7,yes,<15 min,yes,online videos,54.3,58.6,66.4,d,group E,free/reduced,completed,86,81,75
992,17,female,private,diploma,2.1,96.7,yes,>60 min,yes,textbook,42.9,59.6,54.9,e,group B,standard,completed,65,82,78
993,15,female,public,graduate,4.1,93.7,yes,30-60 min,no,notes,55.6,60.2,67.6,d,group D,free/reduced,none,55,76,76
994,16,male,private,no formal,3.1,70.1,yes,15-30 min,no,notes,46.4,33.8,47.8,e,group D,free/reduced,none,62,72,74
995,17,female,public,post graduate,1.6,86.4,yes,15-30 min,no,group study,54.6,62.2,52.2,e,group A,standard,none,63,63,62
996,17,female,public,phd,4.0,63.0,yes,<15 min,no,mixed,50.2,56.5,54.7,e,group E,standard,completed,88,99,95
997,17,male,public,graduate,2.0,69.5,yes,15-30 min,yes,online videos,61.3,45.8,49.5,e,group C,free/reduced,none,62,55,55
998,16,male,public,diploma,4.0,90.2,yes,>60 min,yes,coaching,72.1,65.8,59.6,d,group C,free/reduced,completed,59,71,65
999,19,female,private,no formal,4.9,52.8,yes,30-60 min,no,mixed,51.2,55.8,68.3,d,group D,standard,completed,68,78,77
1000,17,other,public,post graduate,6.4,52.5,no,<15 min,no,group study,78.2,86.8,77.4,c,group D,free/reduced,none,77,86,86
